Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
138865,0,0.223658694,42,0,0.189615857,5700.0,7,0,0,0,3.0
12833,0,0.013218087,35,0,0.00169983,10000.0,6,0,0,0,0.0
64234,1,1.133796699,47,1,804.0,,4,0,0,0,1.0
58003,1,0.810911211,48,0,0.804020629,9500.0,9,0,2,0,2.0
12043,0,0.646823566,54,2,0.947342275,2012.0,10,0,1,0,5.0
42399,0,1.01032989,62,0,0.230145371,6534.0,6,0,1,0,0.0
15734,0,0.147996105,55,0,2549.0,,5,0,2,0,0.0
88811,0,0.0,45,0,0.31358756,2700.0,6,0,2,0,1.0
95758,0,0.927256792,54,1,0.230695536,5218.0,11,0,0,0,2.0
9955,0,0.015489826,78,0,0.271226789,6300.0,14,0,1,0,0.0
109255,1,0.941352882,25,1,0.511162946,3000.0,5,2,0,3,0.0
145606,1,0.600498823,46,0,0.656268746,5000.0,21,0,2,0,0.0
149532,0,0.9999999,34,0,0.008733624,2747.0,0,1,0,0,4.0
124391,1,0.479804705,49,5,2.663853211,5449.0,9,0,4,0,1.0
48927,0,0.0,71,0,0.29773226,4100.0,8,0,2,0,0.0
68552,0,0.092752224,36,0,17.62376238,100.0,6,0,1,0,1.0
116516,0,0.077134986,23,0,0.086765294,2500.0,4,0,0,0,0.0
1049,0,0.50009998,34,0,0.211071821,8200.0,3,0,1,0,0.0
124406,1,0.71058788,32,0,0.233023095,2900.0,4,0,0,0,3.0
16746,0,0.031457023,66,0,0.052631579,1500.0,5,0,1,0,0.0
11316,1,0.841881879,44,4,0.388193467,13500.0,10,1,2,1,2.0
33012,0,0.255902668,54,0,0.216849489,13400.0,5,0,1,0,5.0
10482,1,0.9999999,58,1,0.195149678,7916.0,3,1,1,0,1.0
117092,0,0.0,85,0,0.0,,1,0,0,0,
4860,1,0.565974846,61,0,0.682341416,8165.0,10,1,3,0,1.0
118899,0,0.044540253,45,0,3673.0,,7,0,1,0,0.0
22333,0,0.000518126,59,0,0.144460788,12916.0,12,0,1,0,1.0
16366,0,0.487959337,35,0,1.390334572,2420.0,7,0,1,0,0.0
17404,1,0.755122439,46,4,0.648972914,5500.0,7,4,1,1,0.0
51870,1,0.915246167,50,2,0.460296097,5200.0,8,4,1,2,1.0
118723,0,0.006061436,71,0,0.001002406,4987.0,8,0,0,0,0.0
73050,1,0.937354215,43,1,0.380330579,6049.0,4,0,1,0,3.0
138852,1,0.973401064,47,0,1.413593288,16566.0,6,10,2,2,2.0
1,1,0.766126609,45,2,0.802982129,9120.0,13,0,6,0,2.0
84551,0,0.001223926,53,0,0.211002026,6416.0,8,0,1,0,3.0
48827,0,0.68358543,62,0,0.23719827,14333.0,16,0,3,0,0.0
27520,0,0.0,29,0,198.0,,3,0,0,0,0.0
139711,0,0.0,44,0,0.0,9500.0,6,0,0,0,1.0
1300,1,0.9999999,30,0,0.015108425,5625.0,2,0,0,0,1.0
51099,0,0.601036131,37,0,0.690267292,4900.0,12,0,1,0,2.0
20442,1,0.980066445,37,5,0.066593886,5495.0,10,1,0,0,0.0
7010,0,0.526436298,32,0,0.461886496,10166.0,13,0,2,0,3.0
69429,1,0.0,36,0,0.620919387,1500.0,8,0,1,0,1.0
106021,0,0.0,50,0,3245.0,,8,1,1,0,0.0
148048,0,0.499873424,38,3,0.627945727,4200.0,6,0,1,0,2.0
85961,1,1.677857714,51,0,1.058661417,2539.0,9,4,2,5,0.0
59853,1,0.9999999,55,0,0.0,1000.0,0,1,0,0,0.0
60558,0,0.311716542,51,4,0.464680142,4798.0,10,0,1,0,1.0
115050,0,0.530822951,60,0,0.52304336,11000.0,15,0,3,0,1.0
24143,1,0.028075563,45,0,0.317589992,7833.0,12,1,2,0,0.0
107902,1,0.9999999,32,0,0.083029862,1372.0,2,2,0,1,0.0
14840,0,0.0,54,0,1958.0,,14,0,1,0,0.0
47148,0,0.01206687,82,0,0.008997751,4000.0,10,0,0,0,0.0
69139,1,0.120490271,53,0,0.609878734,3380.0,9,0,0,0,1.0
102080,1,0.235950701,32,0,0.292376682,2229.0,9,0,0,0,0.0
146080,0,0.082504198,47,0,0.252993838,8600.0,7,0,1,0,3.0
134869,1,0.9999999,33,0,0.136621126,3000.0,1,0,0,1,0.0
142915,1,1.272425249,41,2,0.451516161,3000.0,6,3,1,1,0.0
72009,1,0.0,52,1,0.45764639,5276.0,8,0,2,0,2.0
25493,1,0.926688791,46,0,0.600690165,4056.0,9,0,1,0,2.0
78142,0,0.515089637,39,0,0.555444887,3011.0,16,0,1,0,1.0
12297,1,0.9999999,49,0,200.0,,0,0,0,0,0.0
65855,0,0.997678986,47,0,0.231683542,15900.0,13,0,1,0,0.0
53250,1,0.0,68,0,3271.0,,3,0,2,0,0.0
1340,1,0.409985282,69,1,0.279980823,14600.0,15,0,2,0,0.0
135197,0,0.697232569,48,0,1.239458779,3177.0,6,0,2,0,3.0
4112,1,0.218611666,34,0,0.488677581,10200.0,16,0,3,0,1.0
69387,1,0.414352366,30,2,0.029506438,1863.0,3,0,0,0,0.0
48989,1,0.072212193,64,5,0.334455087,7725.0,11,1,2,0,3.0
61765,1,0.833020638,56,0,0.648425882,39672.0,18,0,8,0,0.0
139944,0,0.806174717,44,0,0.627418629,6666.0,12,0,2,0,0.0
134440,1,1.28685259,50,0,0.059957173,1400.0,1,0,0,0,2.0
23573,1,0.9999999,24,98,0.0,,0,98,0,98,0.0
140611,1,1.316139767,32,0,0.294485294,2719.0,5,2,0,0,1.0
64482,0,0.19543668,51,0,0.041739565,4000.0,3,0,0,0,0.0
47535,0,0.29121772,40,4,4254.0,,13,0,3,0,2.0
118832,1,0.356322788,60,3,1422.0,,10,0,2,0,0.0
144756,0,0.002533164,65,0,1.0,,2,0,0,0,
67072,0,0.738596446,58,0,1.966292135,800.0,8,0,1,0,0.0
133095,0,0.047878396,65,0,107.0,,5,0,1,0,0.0
80989,1,0.236067721,72,0,0.383360766,13365.0,10,0,3,0,0.0
50625,0,0.124533859,41,0,0.285652315,9220.0,6,0,1,0,3.0
138268,0,0.648351648,27,0,19.0,,2,2,0,0,2.0
53066,1,0.9999999,35,1,0.355086372,2083.0,10,0,0,0,2.0
119736,0,0.03159842,47,0,18.0,,2,0,0,0,0.0
99198,1,0.644145288,53,0,2163.0,,7,0,1,0,
8399,1,0.026069485,70,0,2673.0,,11,0,2,0,0.0
136579,1,1.153620846,60,1,0.38033743,4800.0,11,0,1,0,0.0
28561,1,0.942249667,37,6,0.074714023,12500.0,7,1,0,0,1.0
48912,1,0.79314085,43,1,0.431642089,4000.0,7,1,1,1,1.0
121613,1,0.181936428,37,0,0.326243069,11000.0,9,0,1,0,5.0
68726,0,0.037423225,35,0,0.684139422,3700.0,5,0,1,2,2.0
114679,0,0.097751651,27,0,0.226773227,1000.0,4,0,0,0,0.0
59858,0,0.414501565,41,2,0.242206799,8500.0,10,0,1,0,2.0
3491,0,0.881941204,47,0,0.586715867,1625.0,6,1,0,0,0.0
149769,0,0.055963587,60,0,0.210557888,5000.0,8,0,1,0,0.0
73541,0,0.215483871,72,0,0.27882899,2800.0,8,0,1,0,0.0
52171,0,0.183491786,63,0,0.977995837,3362.0,18,0,1,0,0.0
104404,0,0.31713555,40,0,0.371750342,9500.0,13,0,2,0,1.0
95550,1,1.162790698,39,1,10.0,,1,0,0,0,0.0
149504,1,0.001739093,53,1,0.079968013,2500.0,10,0,0,0,3.0
133096,0,0.242546858,39,0,0.368667186,8980.0,9,0,2,0,1.0
51349,1,0.112147096,58,1,2392.0,,23,0,4,0,
37925,1,0.9999999,79,1,0.036151065,13000.0,1,3,0,0,1.0
148196,1,0.6679353,52,0,0.404119964,3300.0,4,0,1,1,2.0
31790,0,0.390425935,48,0,0.405709233,7916.0,13,0,2,0,0.0
145076,0,0.675951632,72,0,0.814461753,4300.0,16,0,2,0,0.0
131145,0,0.517956837,63,0,1.115295926,1300.0,6,0,0,0,0.0
12186,1,0.976736593,32,3,0.932092382,2900.0,12,3,1,0,0.0
90309,0,0.030931548,66,0,1239.0,,5,0,1,0,0.0
60527,0,0.019398474,77,0,0.020723505,5500.0,15,0,0,0,0.0
116108,0,0.306830263,45,1,0.520773162,4500.0,11,0,1,0,2.0
142008,1,1.249405045,26,2,0.215937039,2032.0,6,0,0,1,0.0
63553,0,0.091636335,72,0,0.849607183,890.0,2,0,0,0,0.0
49950,1,0.829251455,54,3,4849.0,,30,0,2,0,0.0
149070,1,1.027420737,42,0,0.213957209,5000.0,3,4,0,0,1.0
116324,1,0.867122248,47,0,0.243517776,3740.0,7,3,0,0,1.0
124660,1,0.859665382,59,1,0.324544744,8950.0,9,4,5,1,0.0
62176,0,0.730478914,63,0,0.361515748,10159.0,19,0,1,0,0.0
108627,0,0.025809323,78,0,0.065985337,4500.0,14,0,1,0,2.0
133743,1,0.395280629,46,0,0.431982232,1800.0,6,0,0,1,0.0
115560,0,0.123312781,26,0,0.192884446,3400.0,7,0,0,0,0.0
50276,0,0.091439518,47,0,0.529063425,6416.0,8,0,2,0,2.0
82214,0,0.96950305,66,0,0.754520167,2875.0,5,0,1,0,0.0
128568,0,0.9999999,45,0,0.309386733,3994.0,5,0,2,0,0.0
60054,1,0.660930795,38,0,0.39287945,1600.0,7,0,0,0,3.0
53315,0,0.059065092,64,0,0.009996924,6501.0,5,0,0,0,0.0
27584,1,0.101034521,63,0,0.691318838,6300.0,19,0,4,0,1.0
131243,1,0.9999999,58,0,0.527492765,3800.0,4,0,2,0,3.0
145766,1,0.509674906,36,0,0.359234395,7000.0,9,0,1,0,2.0
27262,1,0.863626738,45,3,1.400574928,8000.0,15,0,10,0,2.0
71649,1,0.9999999,44,0,0.405885619,1800.0,2,0,0,0,1.0
123761,1,0.72051242,29,0,0.114680946,2240.0,6,3,0,0,1.0
117654,1,1.04494382,61,0,25.0,,1,0,0,0,0.0
9122,1,0.243918438,48,0,0.177770027,8600.0,15,0,1,0,2.0
124572,1,0.998901099,27,1,0.272680677,1950.0,2,1,0,0,0.0
106822,0,0.008816852,50,0,0.927322592,5833.0,15,0,4,0,0.0
32004,0,0.780730897,37,0,0.122552448,5719.0,8,0,0,0,1.0
138333,1,0.43220339,47,0,0.107243916,3533.0,4,2,0,1,0.0
139519,0,0.017999507,60,0,427.0,,7,0,1,0,
29943,1,0.030053886,46,1,0.556708885,10500.0,14,1,3,0,2.0
102988,0,0.898809185,56,0,0.402694453,9500.0,11,0,1,0,2.0
2324,1,0.098532359,46,0,0.091918883,9812.0,6,0,0,0,0.0
45418,0,0.749239292,40,2,0.097385032,4435.0,9,0,0,2,1.0
21392,0,0.232792635,58,0,0.494587843,1200.0,4,0,0,0,0.0
43568,1,0.828421293,42,2,0.428946382,5333.0,6,0,2,0,0.0
70176,0,0.036606053,65,0,36.0,,2,0,0,0,0.0
1839,1,0.924601885,43,1,0.367097806,6880.0,4,0,0,0,1.0
138531,0,0.71035747,51,0,0.235552889,5000.0,8,0,0,0,0.0
75579,1,0.833243597,37,0,1655.0,,5,0,1,0,1.0
106008,0,0.782217,56,1,2.759367194,1200.0,11,0,0,0,0.0
118011,1,0.9999999,56,0,0.023253194,71000.0,2,1,1,0,3.0
118133,0,0.0,63,0,551.0,,4,0,0,0,0.0
16331,0,0.602919854,44,0,0.591526779,1250.0,2,0,0,0,3.0
7660,1,0.95448799,49,2,6102.0,,8,2,2,0,0.0
95579,0,0.795589463,66,0,1438.0,,3,0,0,0,0.0
102159,0,0.015792071,59,0,1624.0,,9,0,1,0,1.0
132319,1,0.991641528,31,2,0.534246575,2700.0,10,0,0,0,1.0
39778,0,0.02956792,59,0,0.219075349,11333.0,9,0,2,0,2.0
129970,1,0.871046725,29,1,0.51228437,3825.0,12,0,2,0,2.0
72518,1,0.9999999,54,98,0.0,,0,98,0,98,0.0
27379,1,0.389861858,46,2,1255.0,,11,0,2,0,0.0
114914,0,0.024433016,50,0,0.270877341,14201.0,9,0,1,0,2.0
41904,0,0.009357173,40,0,0.547626474,16030.0,19,0,6,0,1.0
147088,1,1.390320884,50,4,769.0,,7,2,0,2,0.0
136430,0,0.068723282,55,0,0.257537123,6666.0,19,0,1,0,1.0
104508,0,0.0,28,0,0.44363909,4000.0,6,0,1,0,0.0
100936,0,0.001709282,72,0,0.64686529,5470.0,12,0,2,0,2.0
59215,1,0.9999999,31,0,1561.0,,2,3,1,1,2.0
54948,1,0.9999999,74,0,0.006662225,1500.0,0,3,0,0,0.0
147171,0,0.407724337,69,0,0.313948205,2200.0,7,0,0,0,0.0
121891,1,0.409845765,55,1,0.606127316,5450.0,16,0,2,3,3.0
148188,1,0.429285357,25,0,0.20979021,1000.0,4,0,0,0,0.0
119825,1,0.330836454,43,2,0.041138156,5833.0,4,1,0,1,0.0
92422,1,0.9999999,62,0,0.100066269,3017.0,2,1,0,0,1.0
49562,1,0.943521595,51,2,0.462677725,3375.0,3,1,0,1,0.0
103987,1,0.614414825,46,0,0.783243351,5000.0,8,0,1,0,3.0
18343,0,0.063785323,43,1,0.358580825,5016.0,18,0,1,0,1.0
70149,0,0.006613274,46,0,0.616021646,12195.0,17,0,7,0,0.0
4970,1,0.952629292,65,1,1.086778737,2200.0,4,0,1,1,1.0
74067,0,0.106118944,34,0,0.904573687,7083.0,7,0,3,0,0.0
87960,1,0.9999999,35,0,0.215736041,1575.0,2,2,0,0,2.0
119431,1,0.002717809,31,0,0.403479826,6666.0,9,0,2,0,0.0
24388,1,0.461230809,28,1,556.0,,2,0,0,0,0.0
52973,0,0.012035207,66,0,1762.0,,6,0,2,0,0.0
97855,0,0.36535316,60,0,0.47458236,5566.0,15,0,1,0,0.0
43624,1,0.9999999,57,3,1.203074258,4618.0,10,1,2,1,1.0
44315,1,1.053324869,36,2,0.186700767,5864.0,5,2,1,2,2.0
144985,1,1.877076412,31,1,0.424867229,3200.0,5,0,2,2,0.0
50047,1,0.9999999,51,1,0.615943225,6058.0,8,0,2,1,0.0
11031,0,0.0,31,0,0.009498813,8000.0,6,0,0,0,0.0
129002,0,0.257603595,57,0,0.313247307,8446.0,25,0,3,0,2.0
121717,0,0.9999999,60,0,1340.0,,2,0,1,0,0.0
28785,1,0.289893874,41,0,0.468839885,7300.0,6,0,1,0,3.0
58891,1,0.407130067,50,1,0.454956618,10833.0,15,0,2,0,3.0
145835,0,0.033265759,71,0,0.129720479,8764.0,10,0,1,0,0.0
106465,0,0.042348941,62,0,0.988007995,1500.0,7,0,2,0,0.0
93250,0,0.202986038,41,0,0.250071998,10416.0,6,0,1,0,2.0
82627,0,0.044101829,49,0,0.468616815,5161.0,12,0,2,0,0.0
33868,0,0.257156689,46,0,0.247341151,11000.0,19,0,2,0,1.0
6197,1,0.681821212,45,0,0.44345701,4500.0,5,0,1,0,0.0
80257,1,0.347467152,41,1,0.125786164,2861.0,9,0,0,0,3.0
124386,1,0.870163875,37,1,0.499652329,30200.0,15,0,6,0,1.0
74631,1,0.9999999,48,1,0.069762275,4500.0,1,0,0,0,0.0
101424,1,0.828268046,42,4,9638.0,,14,0,4,1,1.0
64258,1,0.528959508,66,0,0.731411726,3052.0,9,1,2,2,1.0
87831,0,0.02685984,54,0,677.0,,6,0,1,0,0.0
81529,1,0.829628412,49,0,0.672343576,2700.0,18,0,0,0,0.0
134146,1,1.550898204,51,2,0.27125448,6974.0,5,0,2,2,4.0
4427,0,0.407450243,76,0,437.0,0.0,5,0,0,0,0.0
104021,1,0.455603222,76,1,0.279289284,1800.0,6,0,0,0,0.0
71762,0,0.047372749,51,0,1151.0,,5,0,1,0,1.0
47157,1,0.705254866,75,0,0.552101788,6208.0,10,0,1,0,1.0
2070,1,0.769765421,37,6,1.433628319,3050.0,8,2,1,1,1.0
85121,0,1.045954046,43,2,0.448191933,2875.0,8,1,0,0,1.0
54169,0,0.230221222,27,0,0.911930044,1600.0,8,0,1,0,0.0
600,1,0.387065977,51,0,0.350874186,5833.0,12,0,1,2,1.0
74935,1,0.537629205,49,0,0.696509582,10800.0,26,0,2,0,4.0
30545,1,0.9999999,60,1,2711.0,,6,2,2,2,0.0
37654,1,0.880288958,27,3,0.284583333,2399.0,8,1,0,2,0.0
48137,0,0.974008664,41,1,0.214575927,3937.0,8,0,0,0,0.0
145655,1,0.662359637,41,0,1290.0,,5,0,0,0,0.0
114483,0,0.357886843,66,0,252.0,,9,0,0,0,0.0
106597,0,0.073043616,63,0,0.101024412,9175.0,11,0,0,0,0.0
18158,0,0.044962531,36,0,0.091984669,6000.0,2,0,0,0,0.0
107684,0,0.005907389,34,0,0.473253787,7458.0,5,0,2,0,0.0
44091,0,0.051675866,50,0,0.061903463,11000.0,7,0,0,0,5.0
19210,0,0.053052624,49,0,1.300559552,1250.0,11,0,1,0,0.0
47021,1,0.89031882,48,1,0.588915869,7000.0,6,2,1,1,0.0
23790,0,0.03897922,58,0,0.407314966,10416.0,11,0,3,0,0.0
51414,0,0.001034126,61,0,0.574125486,1800.0,9,0,0,0,0.0
98799,0,0.0,67,0,69.0,,5,0,0,0,0.0
47748,1,0.930232558,45,0,0.029328445,6000.0,2,1,0,0,2.0
137369,1,0.93344426,49,0,0.147322455,4350.0,3,1,0,0,0.0
51777,1,1.007392421,52,1,0.084745763,7020.0,5,1,0,0,2.0
16811,1,0.0,26,0,0.122944749,6750.0,8,0,0,0,0.0
96149,0,0.0,49,0,2.166833167,1000.0,7,0,1,0,0.0
112935,0,0.911757998,67,0,0.865500458,20750.0,53,0,5,0,3.0
139362,1,1.003322259,34,0,0.093057607,2030.0,4,1,0,0,1.0
138616,0,0.222515877,38,0,0.295745921,3431.0,5,0,0,0,1.0
69664,1,0.9999999,22,98,0.0,800.0,0,98,0,98,0.0
94214,1,0.9999999,31,1,0.25296349,4217.0,2,0,0,1,2.0
98274,0,0.326951252,52,0,0.640832595,4515.0,11,0,2,0,1.0
116266,0,0.049590517,74,0,2013.0,,11,0,2,0,1.0
67459,1,0.9999999,28,0,0.0,,0,0,0,0,0.0
19607,0,0.32196387,60,0,0.385407559,10292.0,9,0,2,0,1.0
141691,1,0.98609001,58,2,0.425431711,5095.0,16,1,2,0,0.0
97095,1,0.735113244,43,3,0.444145357,5200.0,7,1,1,0,1.0
120759,0,0.020119566,66,0,0.236201577,2916.0,16,0,1,0,0.0
59204,1,0.984639165,56,2,0.593789607,4733.0,13,0,1,1,0.0
122633,0,0.0,41,0,4013.0,,4,0,1,0,0.0
124058,0,0.503115287,55,0,0.335787656,11000.0,14,0,1,0,3.0
140941,0,0.027231665,63,0,31.0,0.0,3,0,0,0,0.0
147814,0,0.015848473,61,0,0.20887698,8583.0,7,0,2,0,0.0
148171,0,0.971650709,63,0,0.169530575,10416.0,6,0,0,0,0.0
67570,0,0.130986901,84,0,760.0,,3,0,1,0,0.0
43609,1,0.9999999,41,98,0.0,2300.0,0,98,0,98,1.0
67024,1,0.133375199,43,1,6257.0,,14,0,4,0,2.0
132634,0,0.249267798,45,0,0.336110648,6000.0,6,0,1,0,0.0
103767,0,0.055812213,35,0,1.020244939,4000.0,14,0,2,0,0.0
66613,1,0.708462541,62,1,0.287199053,7600.0,14,0,0,0,0.0
134500,0,0.073013752,49,0,0.281686047,6879.0,5,0,1,0,0.0
97520,1,0.906679794,37,0,0.454253914,5300.0,9,0,1,0,1.0
12983,0,0.325827716,39,0,0.02709971,4833.0,6,0,0,0,10.0
90190,0,0.452551854,29,0,0.274261227,11200.0,9,0,2,0,0.0
142323,0,0.145396279,42,0,0.416912675,10500.0,9,0,3,0,1.0
113911,1,0.547037747,53,1,0.272218491,4466.0,6,1,0,0,2.0
26075,0,0.0,45,0,0.135716071,4000.0,6,0,0,0,1.0
18418,0,0.003964078,59,0,3.0,,4,0,0,0,0.0
4451,1,0.069442399,59,0,0.139317854,9000.0,7,1,1,0,0.0
20331,0,0.264892148,41,0,0.342387949,8098.0,8,0,2,0,2.0
122243,0,0.168080338,48,0,0.351945854,6500.0,11,0,2,0,3.0
10336,1,0.002363422,62,0,0.434734918,2734.0,8,0,1,0,0.0
3020,1,0.9999999,42,0,0.132915138,8448.0,2,1,0,1,2.0
71772,0,0.162052217,34,0,0.416633347,2500.0,7,0,0,0,0.0
99056,0,0.241805016,30,0,0.864451632,3400.0,13,0,1,0,1.0
149131,1,0.9999999,31,0,0.106723319,4000.0,5,0,0,3,0.0
143701,1,0.99575892,56,1,0.853945547,4333.0,24,0,1,0,0.0
142190,0,0.527284601,53,0,4750.0,,10,0,1,0,0.0
140833,0,0.515902884,58,0,0.155655483,8672.0,6,0,0,0,0.0
84461,0,0.0,23,0,0.0,898.0,2,0,0,0,0.0
135899,1,0.9999999,55,3,0.581284496,3985.0,3,1,2,3,0.0
109312,1,0.015720839,87,0,0.002464403,3651.0,6,0,0,0,0.0
79890,1,0.774131522,31,3,0.436015511,4125.0,8,1,0,0,0.0
119765,0,0.0,24,0,0.24750119,2100.0,6,0,0,0,0.0
66960,1,0.0,60,0,1.604963806,2900.0,5,0,1,0,1.0
60892,1,0.857665539,39,2,0.44784923,6950.0,14,0,2,0,2.0
108392,0,0.680828063,40,0,0.172413793,6031.0,7,0,0,0,3.0
113786,0,0.056524988,57,0,0.090570476,5100.0,7,0,0,0,0.0
149507,0,0.661077072,35,0,0.224993437,3808.0,7,0,0,0,0.0
45289,0,0.027250391,63,0,1362.0,,4,0,1,0,0.0
97845,1,0.466404964,53,0,0.714140668,10833.0,19,0,2,0,0.0
125177,0,0.321290465,30,1,0.512315271,3450.0,7,0,1,0,1.0
70109,0,0.039149612,64,0,760.0,,5,0,1,0,0.0
37433,1,1.038919661,72,4,0.342624207,14350.0,8,0,2,0,0.0
144219,1,0.139011729,34,0,0.161655712,7150.0,7,0,1,2,0.0
37437,0,0.113398985,25,1,0.018328242,3600.0,4,0,0,0,0.0
18994,1,0.960159363,49,1,0.16345036,4300.0,4,1,0,1,0.0
35950,1,0.71127406,59,2,0.509535271,5400.0,4,0,1,0,1.0
55086,0,0.027574583,64,0,4061.0,,11,0,3,0,2.0
81730,1,0.614855947,39,0,0.341339541,9450.0,12,0,2,0,2.0
107276,0,0.896790495,53,0,0.737937449,8600.0,15,0,2,0,1.0
142280,1,0.952123742,31,1,0.192903548,2000.0,2,4,0,1,1.0
16580,1,0.786584467,61,0,1.732325695,2050.0,12,0,3,0,0.0
83804,1,0.652979264,33,5,0.624479334,3120.0,16,0,1,2,0.0
136327,1,0.9999999,22,0,0.004497751,2000.0,3,0,0,0,0.0
71760,0,0.135675333,44,0,0.431160552,16000.0,15,0,1,1,0.0
116730,0,0.031105059,72,0,0.191965097,5500.0,6,0,1,0,0.0
146811,0,0.012461753,54,0,0.222196691,4351.0,11,0,1,0,0.0
147494,1,1.091514143,44,1,0.024487756,2000.0,2,2,0,0,1.0
105420,1,0.643065389,29,0,0.012218828,3600.0,4,0,0,0,1.0
42948,1,0.9999999,23,0,0.089385475,1789.0,0,1,0,0,0.0
9018,0,0.101232621,47,0,0.27759261,10500.0,10,0,1,0,2.0
93480,0,0.180213038,72,1,0.441809291,4089.0,10,1,0,2,0.0
97445,0,0.026325934,75,0,2211.0,,5,0,1,0,1.0
136007,0,0.032283869,41,0,953.0,0.0,3,0,1,0,6.0
85358,0,0.0,41,0,0.0,,4,0,0,0,0.0
55697,1,0.504648201,47,0,0.134056399,9219.0,6,0,0,0,2.0
129114,1,0.9999999,31,1,0.643921192,2080.0,2,4,1,1,2.0
112842,1,0.868536963,47,1,1.125312448,6000.0,11,0,2,0,1.0
17915,1,0.960239972,50,2,1128.0,,4,1,0,0,3.0
50254,0,0.135674573,49,0,0.639204545,3167.0,5,0,2,0,0.0
134029,1,0.969458247,30,0,0.130967258,4000.0,2,0,0,0,2.0
21183,1,0.9999999,28,0,0.161389961,2589.0,1,0,0,1,1.0
44074,1,0.801999048,63,1,2084.0,,7,0,1,0,0.0
133998,1,0.620474407,41,0,0.003570518,3920.0,2,0,0,0,1.0
5354,1,0.043153293,65,0,0.193548387,14166.0,16,0,2,0,0.0
95538,0,0.042508447,89,0,1.34429949,1762.0,20,0,1,0,0.0
24745,1,0.9999999,28,0,0.087825777,2800.0,1,0,0,0,0.0
67429,0,0.042508258,54,0,0.263490294,10766.0,9,0,2,0,0.0
5507,0,0.38225696,48,0,0.410747761,4800.0,11,0,1,0,1.0
58195,1,0.9999999,39,0,0.008482278,3300.0,0,1,0,0,1.0
82045,1,1.052731576,50,0,0.431104593,15000.0,11,0,2,1,2.0
41705,1,0.402410463,53,2,0.362909273,4000.0,15,0,2,1,0.0
135425,0,0.951364689,57,0,3803.0,,10,0,1,0,0.0
65631,0,1.737541528,52,0,0.009372071,3200.0,2,1,0,0,0.0
39926,0,0.684280538,67,0,0.095358383,9500.0,7,0,0,0,0.0
75699,1,0.221186397,35,1,0.237351655,1600.0,7,0,0,0,0.0
135785,1,0.754081973,36,0,0.732024073,3156.0,7,0,1,1,2.0
85769,1,0.373447898,50,4,0.428424921,11700.0,20,0,2,0,1.0
51130,1,0.9999999,73,2,536.0,,3,2,0,0,0.0
22301,0,0.008971124,41,0,0.000444346,4500.0,2,0,0,0,1.0
48572,0,0.453093812,27,1,6.0,,1,0,0,0,0.0
55182,1,0.804884832,37,2,0.322413104,5005.0,23,0,0,0,2.0
117978,1,0.802810558,41,3,0.561797753,9166.0,11,0,1,1,1.0
59879,0,0.886758963,44,0,5356.0,,13,0,4,0,
95127,0,0.019693696,92,0,1232.0,,12,0,1,0,0.0
109614,0,0.034409335,45,2,0.246047572,14041.0,8,0,2,0,1.0
50784,1,0.9999999,57,0,0.0,,0,0,0,0,0.0
81450,1,0.804101,29,1,0.127740809,9166.0,5,1,0,0,1.0
89857,1,0.96100325,49,2,0.773226042,4100.0,9,0,2,0,3.0
73259,1,0.744831676,42,0,0.667777408,3000.0,9,0,2,0,2.0
51856,0,0.172866706,53,1,0.21986031,9878.0,9,1,2,0,4.0
144960,0,0.9999999,49,0,0.076285813,5793.0,2,0,1,0,0.0
94268,0,0.028549286,74,0,0.097991968,2489.0,4,0,0,0,1.0
79526,1,0.855381539,33,0,0.489704566,3350.0,6,1,1,0,2.0
103972,1,1.18762475,25,0,0.131596091,1534.0,2,0,0,0,1.0
62537,0,0.200872569,29,0,33.0,,9,0,0,0,0.0
49290,0,0.011217875,68,0,708.0,,9,0,0,0,0.0
104189,0,1.01885935,39,0,862.0,,7,0,1,0,
112011,1,0.762141262,40,1,0.736827884,3700.0,16,0,2,0,0.0
99395,0,0.554722639,47,0,1.106167846,988.0,11,0,1,0,0.0
74064,0,0.025035714,52,0,2664.0,0.0,12,0,4,0,2.0
138574,0,0.762902993,40,0,0.223555289,5000.0,4,0,0,0,3.0
116567,0,0.07006516,57,0,0.392880949,7500.0,10,0,2,0,3.0
9452,0,0.004293865,44,3,1.07662354,7960.0,8,0,2,0,2.0
38261,0,0.230475317,72,1,0.263295192,16866.0,20,0,4,0,1.0
73074,0,0.00519948,64,0,0.134621793,3000.0,4,0,1,0,0.0
61241,0,0.288065122,53,0,0.395633697,12000.0,12,0,2,0,2.0
16620,1,0.48930214,60,0,0.386519945,2907.0,9,0,1,0,0.0
92443,1,0.0,44,0,0.590437377,23800.0,16,0,8,0,2.0
121193,0,0.026334761,90,0,0.005181347,3473.0,8,0,0,0,0.0
133081,0,0.011649418,91,0,0.001135074,5285.0,4,0,0,0,0.0
117998,0,0.005722219,53,0,0.000799929,11250.0,7,0,0,0,3.0
63046,1,0.9999999,58,0,0.0,3100.0,0,1,0,0,4.0
93954,1,0.938503416,64,0,1725.0,,4,1,0,0,0.0
